ref,engine_mark_usd,confidence_0_100,n_obs,sold_share,dispersion_pct,newest_days,method,as_of
SDGA003J,39.16,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SDKS027,1169.15,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SDKV001,4208.94,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SFJ005,860.25,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SFK003,232.5,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SJE077,3069.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SJE087,3069.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SJE089,3069.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SJE091,3069.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SJE111,2883.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SJE115,2883.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SJWN540,21.05,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SKS203P,26.89,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SLA039,3441.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SLA043,4557.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SLA049,2883.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SLA051,2697.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SLA066,2697.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SLA069,2697.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SLGA003,70.15,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SLGA008,45570.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SLGH007,54870.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SLGH009,9765.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SLGH017G,6844.8,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SLGH020,28059.59,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SLGH021,9672.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SLGH037,11784.96,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SND377R,81.77,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SND379R,83.85,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SNJJ010,18.13,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SNR029,4501.2,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SNR035,5115.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SNR051,4557.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB097,1069.5,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB103,790.5,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB113,1023.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB117,548.7,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB147,930.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB167,930.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB169,930.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB170,930.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB205,1069.5,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB217,1302.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB225,1302.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB236,1441.5,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB253,1116.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB257,1209.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB269,1441.5,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB271,1441.5,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB279,1581.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB285,1581.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB287,1581.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB293,1581.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB299,1162.5,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB335,883.5,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB365,1674.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB369,1674.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB373,1674.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB385,1581.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB389,1860.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB391,1860.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB413,976.5,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB437,1488.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB439,1488.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB445,1767.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB447,1627.5,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB457,1767.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB459,1767.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB469,1046.25,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB471,1046.25,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB475,1488.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB477,1488.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB478,930.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB483,1023.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB497,1720.5,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB499,1534.5,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB524,930.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB527,1046.25,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB529,976.5,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPB545,1302.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPQM010,21.05,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SPSF020,21.05,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SRCZ001J,19.29,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SRE007,534.75,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SRE009,553.35,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SRE010,581.25,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SRE017,534.75,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SRE018,581.25,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SRE020,581.25,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SRP839,441.75,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SRQ035,2976.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SRQ045,2790.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SRQ059,2325.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SRRW002,120.43,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SRRW008,85.35,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SRRX002,114.58,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SRRX004J,95.87,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SRRY048,185.9,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSA425,442.68,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSA459,553.35,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSA463,553.35,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSB425,246.45,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSB477,418.5,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSB481,418.5,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSBJ018J,18.7,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSC815,674.25,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSC957,930.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSDA005J,16.37,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSDA046,20.46,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSDA075,19.29,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSDF003,12.86,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSDM022,21.05,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSDN013,21.05,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSDT001,18.7,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSDT019,18.7,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSDT043,20.46,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSDT063,20.46,40,1,0.0,0.0,1.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSDX004,15.78,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSDX028J,39.16,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSDX029,39.16,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSDY017,18.7,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSDY031,20.46,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSDY035,20.46,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSEA008,60.79,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSEA012,47.35,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSEA016,49.1,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSEF004,21.05,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSEH001,20.46,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSEH006,21.63,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSEH009,33.91,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSEH010,61.97,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSEH016,32.74,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSEH019,231.57,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSEH021J,19.29,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSFX001,18.7,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSGE001,18.7,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSH024,1860.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSH073,3627.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSH137,2697.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSH139,2604.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSH151,2511.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSH153,2511.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSH155,2697.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSH161,2325.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSH165,2046.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSH167,2046.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSH177,2883.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSH179,3069.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSH185,2883.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSH186,3069.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSJ015,2046.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSJ019,1767.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSJ037,2232.0,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSK009,483.6,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSK039,581.25,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSK041,581.25,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSK049,581.25,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSLV005,18.7,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSQR004J,151.99,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSQW038,540.26,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSQW038J,39.16,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSQW066J,92.36,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSTP015,19.29,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSVB007,16.37,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSVB027,15.78,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSVD019J,32.74,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSVE019,39.16,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSVE027,43.25,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSVE034,47.35,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSVE039,23.38,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSVE045,49.1,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSVE046,29.82,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSVJ001,52.61,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSVJ008J,120.43,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSVK061J,19.29,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSVK083J,18.7,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSVK099J,16.37,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSVM037,119.25,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSVR025J,32.74,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSVR037J,42.09,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSVR045J,30.98,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSVR058J,24.55,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
SSVR094J,47.35,40,1,0.0,0.0,0.0,"decay-wtd trimmed median, hl=45.0d, 0 sold of 1",2026-09-15T23:53:11.785896+00:00
